"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_a","fielder_2_a","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2022-09-23","84.9","-2.41","5.7","Ohtani, Shohei",596142,660271,,"called_strike",,,,,3,"Gary Sanchez called out on strikes.","R","R","R","MIN","LAA","S",,,1,0,2022,"1.04","0.63","0.82","3.09",,,570482,1,4,"Bot",,,,,545358,,,5.526380529267473,-123.61143357838505,-1.0765528093718562,9.65556021854043,24.08748437162503,-25.70969678730877,"3.21","1.6",,,,"86.1",2502,"7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.51",,,,,,,,32,2,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",71,"0","-0.058"
"SI","2022-09-23","95.9","-2.2","5.8","Ohtani, Shohei",596142,660271,,"blocked_ball",,,,,14,"Gary Sanchez called out on strikes.","R","R","R","MIN","LAA","B",,,0,0,2022,"-1.24","1","1.64","0.82",,,570482,1,4,"Bot",,,,,545358,,,13.117746503739976,-138.6920967236396,-9.900365136924725,-18.907554010360176,30.61598958181135,-17.048122716458547,"3.25","1.6",,,,"96.9",2063,"7.2",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.31",,,,,,,,32,1,"Sinker",1,2,1,2,2,1,1,2,"Infield shift","Standard",219,"0","0.042"
"FC","2022-09-23","87","-1.9","6.21","Ohtani, Shohei",595909,660271,"strikeout","swinging_strike_blocked",,,,,14,"Jake Cave strikes out swinging.","R","L","R","MIN","LAA","S",2,,1,2,2022,"0.41","-0.41","0.72","0.97",,,570482,0,4,"Bot",,,,,545358,,,5.507557571103697,-126.4917668684669,-5.527481991080311,3.153110653376945,27.988405062515724,-35.51773290037886,"3.36","1.63",,,,"87.4",2510,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.69",,,"0",1,0,0,,31,4,"Cutter",1,2,1,2,2,1,1,2,"Standard","Standard",70,"-0.045","-0.251"
"SL","2022-09-23","85.8","-2.43","5.81","Ohtani, Shohei",595909,660271,,"foul",,,,,6,"Jake Cave strikes out swinging.","R","L","R","MIN","LAA","S",,,1,1,2022,"1.5","0.5","0.6","2.4",,,570482,0,4,"Bot",,,,,545358,,,4.158446617474573,-124.9752118706623,-2.900011092535918,15.074895797834982,23.27540018521269,-26.505623315164943,"3.36","1.63",10,"85.6",-13,"87",2516,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.67",,,,,,,,31,3,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",68,"0","-0.088"
"SL","2022-09-23","83.6","-2.39","5.84","Ohtani, Shohei",595909,660271,,"foul",,,,,9,"Jake Cave strikes out swinging.","R","L","R","MIN","LAA","S",,,1,0,2022,"1.2","0.31","0.35","2.07",,,570482,0,4,"Bot",,,,,545358,,,3.9812878417397246,-121.61979770492195,-2.8192941078261717,10.994825218914805,26.0788538485814,-28.78920130937056,"3.36","1.63",4,"73.2",-28,"83.9",2449,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.77",,,,,,,,31,2,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",72,"0","-0.074"
"CU","2022-09-23","76.4","-1.84","6.41","Ohtani, Shohei",595909,660271,,"blocked_ball",,,,,14,"Jake Cave strikes out swinging.","R","L","R","MIN","LAA","B",,,0,0,2022,"0.96","-1.3","1.36","1.08",,,570482,0,4,"Bot",,,,,545358,,,5.019818405189932,-111.02110426240752,-1.7002775776580041,6.808479734644686,23.214457441417473,-42.71723175927055,"3.38","1.63",,,,"76.2",2404,"6.6",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.9",,,,,,,,31,1,"Curveball",1,2,1,2,2,1,1,2,"Infield shift","Standard",38,"0","0.059"
"FF","2022-09-23","92.4","-2.05","5.97","Ohtani, Shohei",570482,660271,"walk","ball",,,,,14,"Gio Urshela walks.","R","R","R","MIN","LAA","B",,,3,0,2022,"-0.36","1.32","1.84","1.96",,,,0,4,"Bot",,,,,545358,,,10.753640540396473,-134.02013843496212,-7.319185911297968,-6.6825591211487785,29.036362761657536,-14.774415365378507,"3.17","1.62",,,,"93",2177,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.69",,,"0.7",1,0,0,,30,4,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",218,"0.049","0.168"
"FC","2022-09-23","89.8","-2.48","5.76","Ohtani, Shohei",570482,660271,,"ball",,,,,14,"Gio Urshela walks.","R","R","R","MIN","LAA","B",,,2,0,2022,"0.4","0.42","1.8","0.82",,,,0,4,"Bot",,,,,545358,,,9.82564238748019,-130.444569692069,-7.202756723884078,2.6681434610496124,25.854697848222944,-26.05162765189217,"3.45","1.62",,,,"90.7",2448,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.69",,,,,,,,30,3,"Cutter",1,2,1,2,2,1,1,2,"Standard","Standard",174,"0","0.134"
"SL","2022-09-23","83.6","-2.49","5.79","Ohtani, Shohei",570482,660271,,"ball",,,,,14,"Gio Urshela walks.","R","R","R","MIN","LAA","B",,,1,0,2022,"1.27","0.19","2.2","1.59",,,,0,4,"Bot",,,,,545358,,,8.350816664762004,-121.50856800948955,-3.6439941228202715,10.912343650805523,23.87179590554415,-29.766224278249677,"3.43","1.62",,,,"84.1",2509,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.8",,,,,,,,30,2,"Slider",1,2,1,2,2,1,1,2,"Standard","Standard",70,"0","0.063"
"FF","2022-09-23","94.8","-2","6.06","Ohtani, Shohei",570482,660271,,"ball",,,,,14,"Gio Urshela walks.","R","R","R","MIN","LAA","B",,,0,0,2022,"-0.41","1.35","1.73","0.95",,,,0,4,"Bot",,,,,545358,,,10.72145665862666,-137.27429523369787,-10.78001484399766,-7.464827254714637,29.497909957993784,-12.750514271918638,"3.47","1.62",,,,"95.5",2224,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.58",,,,,,,,30,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",214,"0","0.033"
"SL","2022-09-23","86.3","-2.09","6.23","Ohtani, Shohei",624503,660271,"field_out","hit_into_play",,,,,8,"Nick Gordon lines out sharply to center fielder Mike Trout.","R","L","R","MIN","LAA","X",8,"line_drive",2,2,2022,"0.95","-0.32","-0.21","2.28",,,,2,3,"Bot",101.38,69.19,,,545358,,,2.552217447682555,-125.71802825224407,-2.593324370826801,9.637960336977219,24.306714272906856,-35.2623690746201,"3.59","1.72",329,"100.8",17,"86.9",2551,"6.5",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"54.02",0.423,0.432,"0",1,0,0,4,24,6,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",52,"-0.013","-0.083"
"SL","2022-09-23","85.6","-2.03","6.31","Ohtani, Shohei",624503,660271,,"foul",,,,,7,"Nick Gordon lines out sharply to center fielder Mike Trout.","R","L","R","MIN","LAA","S",,,2,2,2022,"0.55","-0.49","-0.3","1.87",,,,2,3,"Bot",,,,,545358,,,2.9749470864873153,-124.73766939031601,-3.2428502600233946,5.172181385124872,25.055160131847718,-36.81107510276961,"3.59","1.72",179,"64.4",46,"86.3",2462,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.84",,,,,,,,24,5,"Slider",1,2,1,2,2,1,1,2,"Infield shift","Standard",49,"0","0"
"FC","2022-09-23","89.1","-2.51","5.67","Ohtani, Shohei",624503,660271,,"swinging_strike",,,,,14,"Nick Gordon lines out sharply to center fielder Mike Trout.","R","L","R","MIN","LAA","S",,,2,1,2022,"0.28","0.12","0.54","1.41",,,,2,3,"Bot",,,,,545358,,,6.975419466412464,-129.67189399850594,-4.771068852500962,1.7852676987646305,25.22854833955476,-30.0839897451454,"3.59","1.72",,,,"90.1",2404,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.75",,,,,,,,24,4,"Cutter",1,2,1,2,2,1,1,2,"Infield shift","Standard",104,"0","-0.031"
"FC","2022-09-23","90.5","-2.56","5.76","Ohtani, Shohei",624503,660271,,"foul",,,,,1,"Nick Gordon lines out sharply to center fielder Mike Trout.","R","L","R","MIN","LAA","S",,,2,0,2022,"0.43","0.34","-0.8","3.15",,,,2,3,"Bot",,,,,545358,,,3.496536202707203,-131.77867963701013,-1.3176907021842215,4.218701550355143,28.123598331077694,-28.183049363707944,"3.59","1.72",212,"78.1",50,"91.1",2337,"6.6",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.87",,,,,,,,24,3,"Cutter",1,2,1,2,2,1,1,2,"Infield shift","Standard",171,"0","-0.023"
"FF","2022-09-23","96.8","-2.38","5.88","Ohtani, Shohei",624503,660271,,"ball",,,,,13,"Nick Gordon lines out sharply to center fielder Mike Trout.","R","L","R","MIN","LAA","B",,,1,0,2022,"-0.47","1.3","-1.89","2.62",,,,2,3,"Bot",,,,,545358,,,2.4015258852847228,-140.86419268536548,-6.121430507913625,-6.769876296993688,34.29002929683408,-13.688952566890118,"3.56","1.72",,,,"97.5",2240,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.65",,,,,,,,24,2,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Infield shift","Standard",219,"0","0.023"
"FC","2022-09-23","90.6","-2.59","5.7","Ohtani, Shohei",624503,660271,,"ball",,,,,11,"Nick Gordon lines out sharply to center fielder Mike Trout.","R","L","R","MIN","LAA","B",,,0,0,2022,"0.37","0.48","-1.09","4.25",,,,2,3,"Bot",,,,,545358,,,2.9783334999589868,-132.0372450382719,1.2651973048553598,3.7237435979017284,27.234363968315517,-26.98202684925626,"3.6","1.72",,,,"91.9",2455,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.61",,,,,,,,24,1,"Cutter",1,2,1,2,2,1,1,2,"Infield shift","Standard",154,"0","0.015"
"SL","2022-09-23","84.1","-2.49","5.81","Ohtani, Shohei",669304,660271,"field_out","hit_into_play",,,,,3,"Jose Miranda pops out to shortstop Livan Soto.","R","R","R","MIN","LAA","X",6,"popup",1,0,2022,"1.08","0.68","0.29","2.8",,,,1,3,"Bot",100.23,143.79,,,545358,,,4.338315572282324,-122.30675114228637,-1.8427368176864474,9.749407576249338,26.83508237772642,-25.253194288174086,"3.05","1.44",176,"86.3",60,"84.1",2489,"6.6",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.92",0.02,0.024,"0",1,0,0,3,23,2,"Slider",1,2,1,2,2,1,1,2,"Standard","Standard",66,"-0.019","-0.178"
"FF","2022-09-23","95.6","-2.12","5.91","Ohtani, Shohei",669304,660271,,"ball",,,,,12,"Jose Miranda pops out to shortstop Livan Soto.","R","R","R","MIN","LAA","B",,,0,0,2022,"-0.65","1.51","1.13","2.76",,,,1,3,"Bot",,,,,545358,,,10.120926958348807,-138.668254456541,-6.081423553152776,-10.760465934212624,33.67764511458886,-11.508165470761217,"3.06","1.44",,,,"96.1",2388,"7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.53",,,,,,,,23,1,"4-Seam Fastball",1,2,1,2,2,1,1,2,"Standard","Standard",210,"0","0.023"
"FC","2022-09-23","89.6","-2.48","5.82","Ohtani, Shohei",650333,660271,"field_out","hit_into_play",,,,,2,"Luis Arraez pops out to shortstop Livan Soto.","R","L","R","MIN","LAA","X",6,"popup",1,0,2022,"0.54","0.33","0.18","2.67",,,,0,3,"Bot",96.33,128.58,,,545358,,,5.477714328451666,-130.3268807148,-2.4607095237639047,4.945057262392945,28.52833400232372,-28.121450165115107,"3.16","1.48",194,"67.1",47,"90",2453,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.84",0.24,0.236,"0",1,0,0,3,22,2,"Cutter",1,2,1,2,2,1,1,2,"Standard","Standard",180,"-0.027","-0.255"
"CU","2022-09-23","71.8","-1.73","6.52","Ohtani, Shohei",650333,660271,,"ball",,,,,14,"Luis Arraez pops out to shortstop Livan Soto.","R","L","R","MIN","LAA","B",,,0,0,2022,"0.8","-1.54","0.86","1.33",,,,0,3,"Bot",,,,,545358,,,3.7626920861333626,-104.30603386593765,0.042963182417971035,4.951254137504033,22.114371240594753,-43.485379506517745,"3.24","1.48",,,,"71.3",2335,"6.6",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.94",,,,,,,,22,1,"Curveball",1,2,1,2,2,1,1,2,"Standard","Standard",33,"0","0.033"
"SL","2022-09-23","85.9","-2.44","5.71","Ohtani, Shohei",650339,660271,"strikeout","swinging_strike",,,,,14,"Jermaine Palacios strikes out swinging.","R","R","R","MIN","LAA","S",2,,2,2,2022,"1.72","0.46","1.64","2.47",,,670242,2,2,"Bot",,,,,545358,,,6.214917507615405,-124.87068145332827,-2.25567958324865,16.480912900782705,27.85113213943458,-27.159660721054756,"3.52","1.62",,,,"86.2",2601,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.73",,,"0",1,0,0,,16,5,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",67,"-0.024","-0.188"
"SI","2022-09-23","94.4","-2.42","5.69","Ohtani, Shohei",650339,660271,,"foul",,,,,5,"Jermaine Palacios strikes out swinging.","R","R","R","MIN","LAA","S",,,2,1,2022,"-1.46","0.48","-0.27","2.49",,,670242,2,2,"Bot",,,,,545358,,,8.928206578175647,-137.1033168381794,-3.655359058975673,-20.463370592331092,32.494294156481146,-25.53700638029253,"3.52","1.62",52,"73.7",2,"94.8",1989,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.72",,,,,,,,16,4,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",222,"0","-0.05"
"SL","2022-09-23","83.9","-2.62","5.68","Ohtani, Shohei",650339,660271,,"ball",,,,,11,"Jermaine Palacios strikes out swinging.","R","R","R","MIN","LAA","B",,,1,1,2022,"1.13","0.48","-1.18","4.17",,,670242,2,2,"Bot",,,,,545358,,,1.0970565101031033,-122.20321793864464,1.9939160730319618,11.098678533159307,25.067828954511103,-28.05935928965822,"3.48","1.62",,,,"84.6",2508,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.68",,,,,,,,16,3,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",74,"0","0.029"
"SL","2022-09-23","84.8","-2.42","5.73","Ohtani, Shohei",650339,660271,,"ball",,,,,14,"Jermaine Palacios strikes out swinging.","R","R","R","MIN","LAA","B",,,0,1,2022,"1.73","0.1","1.89","1.49",,,670242,2,2,"Bot",,,,,545358,,,6.632939595077508,-123.23627053775213,-3.733368467898843,16.059075007099615,26.499285089441578,-30.55356393134592,"3.49","1.62",,,,"84.9",2640,"6.6",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.88",,,,,,,,16,2,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",60,"0","0.026"
"SI","2022-09-23","96.2","-2.22","5.77","Ohtani, Shohei",650339,660271,,"called_strike",,,,,9,"Jermaine Palacios strikes out swinging.","R","R","R","MIN","LAA","S",,,0,0,2022,"-1.51","0.37","0.47","1.63",,,670242,2,2,"Bot",,,,,545358,,,10.649449424899194,-139.4855128602381,-6.204272469164355,-22.236269470061178,34.52495516568214,-26.03567825492182,"3.5","1.62",,,,"96.6",1908,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.55",,,,,,,,16,1,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",220,"0","-0.035"
"SL","2022-09-23","85.8","-1.87","6.27","Ohtani, Shohei",676628,660271,"strikeout","swinging_strike",,,,,8,"Mark Contreras strikes out swinging.","R","L","R","MIN","LAA","S",2,,1,2,2022,"0.69","-0.52","-0.06","1.54",,,670242,1,2,"Bot",,,,,545358,,,2.9173984798596138,-124.96723493859321,-3.925643178979408,6.606496719517108,24.865518222183642,-37.02422358797827,"3.37","1.53",,,,"86.4",2491,"6.6",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.9",,,"0",1,0,0,,15,5,"Slider",1,1,1,1,1,1,1,1,"Standard","Standard",64,"-0.029","-0.209"
"FS","2022-09-23","89.6","-2","6.01","Ohtani, Shohei",676628,660271,,"blocked_ball",,,,,14,"Mark Contreras strikes out swinging.","R","L","R","MIN","LAA","B",,,0,2,2022,"-0.4","0.95","0.31","-0.08",,,670242,1,2,"Bot",,,,,545358,,,6.657294510974765,-130.00375832454756,-11.183545331106133,-5.908289165329943,27.28846135542418,-19.14606996372009,"3.31","1.53",,,,"90.8",1390,"7.2",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.32",,,,,,,,15,4,"Split-Finger",1,1,1,1,1,1,1,1,"Standard","Standard",237,"0","0.03"
"FF","2022-09-23","98.1","-2.09","5.94","Ohtani, Shohei",676628,660271,,"foul",,,,,8,"Mark Contreras strikes out swinging.","R","L","R","MIN","LAA","S",,,0,2,2022,"-0.41","1.15","-0.04","1.66",,,670242,1,2,"Bot",,,,,545358,,,6.571478894786785,-142.60668527713258,-8.885992346784029,-6.991909304665182,31.185081594466308,-14.618821561005548,"3.37","1.53",124,"102.4",4,"99.4",2144,"7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.54",,,,,,,,15,3,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",215,"0","0"
"FF","2022-09-23","97.6","-2.09","5.9","Ohtani, Shohei",676628,660271,,"swinging_strike",,,,,4,"Mark Contreras strikes out swinging.","R","L","R","MIN","LAA","S",,,0,1,2022,"-0.51","1.32","-0.43","2.62",,,670242,1,2,"Bot",,,,,545358,,,5.692387782413132,-141.9972933624573,-6.413827172322909,-8.190952524997442,32.87590259226011,-13.01105163779129,"3.37","1.53",,,,"98.5",2264,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.7",,,,,,,,15,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Standard",214,"0","-0.068"
"SL","2022-09-23","84","-2.45","5.87","Ohtani, Shohei",676628,660271,,"foul",,,,,9,"Mark Contreras strikes out swinging.","R","L","R","MIN","LAA","S",,,0,0,2022,"1.36","0.38","0.36","2.03",,,670242,1,2,"Bot",,,,,545358,,,3.83819255358481,-122.24081644893377,-3.2645799044518986,12.860599493767413,24.873658797479138,-27.882951288454215,"3.37","1.53",11,"90.9",-11,"84.7",2466,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.7",,,,,,,,15,1,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",69,"0","-0.048"
"SL","2022-09-23","87.5","-2.01","6.3","Ohtani, Shohei",670242,660271,"walk","ball",,,,,13,"Matt Wallner walks.","R","L","R","MIN","LAA","B",,,3,2,2022,"0.55","-0.08","-1.59","2.17",,,,1,2,"Bot",,,,,545358,,,-0.11317149993659567,-127.51169652848496,-3.6844446348374,6.004256120133901,26.795460603204383,-32.452620769811254,"3.69","1.68",,,,"87.8",2502,"6.5",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"54.05",,,"0.7",1,0,0,,14,7,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",83,"0.026","0.212"
"SL","2022-09-23","86.4","-2.55","5.78","Ohtani, Shohei",670242,660271,,"foul",,,,,3,"Matt Wallner walks.","R","L","R","MIN","LAA","S",,,3,2,2022,"1.37","0.52","0.34","2.98",,,,1,2,"Bot",,,,,545358,,,4.130003618668076,-125.79892502501414,-1.5148607509785093,13.744655302277446,25.701682878315427,-26.51375011694331,"3.58","1.68",247,"83.2",23,"87.1",2570,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.78",,,,,,,,14,6,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",70,"0","0"
"FS","2022-09-23","88.6","-1.82","6.19","Ohtani, Shohei",670242,660271,,"ball",,,,,14,"Matt Wallner walks.","R","L","R","MIN","LAA","B",,,2,2,2022,"-0.26","0.37","1.45","0.44",,,,1,2,"Bot",,,,,545358,,,8.592960610966841,-128.61438305736542,-8.806476778119546,-4.684698978837918,26.217625197437087,-26.389139450263645,"3.54","1.68",,,,"89.2",1257,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.75",,,,,,,,14,5,"Split-Finger",1,1,1,1,1,1,1,1,"Infield shift","Standard",236,"0","0.073"
"FC","2022-09-23","88.4","-2.12","6.2","Ohtani, Shohei",670242,660271,,"ball",,,,,11,"Matt Wallner walks.","R","L","R","MIN","LAA","B",,,1,2,2022,"0.34","0.21","-1.09","2.98",,,,1,2,"Bot",,,,,545358,,,1.8314985914623754,-128.85310273606314,-2.2675078144971454,3.3827417714692545,26.33165659011869,-29.541833443749532,"3.66","1.68",,,,"89.3",2399,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.78",,,,,,,,14,4,"Cutter",1,1,1,1,1,1,1,1,"Infield shift","Standard",82,"0","0.023"
"SL","2022-09-23","85.5","-2.48","5.77","Ohtani, Shohei",670242,660271,,"foul",,,,,2,"Matt Wallner walks.","R","L","R","MIN","LAA","S",,,1,1,2022,"0.85","0.66","0.01","3.12",,,,1,2,"Bot",,,,,545358,,,4.2134344843934635,-124.45956825921513,-1.3210730844886172,7.956018839042022,24.831421227772886,-25.213716368698645,"3.58","1.68",237,"110.7",13,"86.5",2458,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.62",,,,,,,,14,3,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",75,"0","-0.036"
"FC","2022-09-23","92.5","-2.35","5.82","Ohtani, Shohei",670242,660271,,"swinging_strike",,,,,4,"Matt Wallner walks.","R","L","R","MIN","LAA","S",,,1,0,2022,"0.01","0.68","-0.28","2.48",,,,1,2,"Bot",,,,,545358,,,5.3206502211352165,-134.7177279752091,-4.287503657664285,-0.9384334095681669,27.032614015507786,-23.16342042994151,"3.58","1.68",,,,"93.8",2245,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.64",,,,,,,,14,2,"Cutter",1,1,1,1,1,1,1,1,"Infield shift","Standard",206,"0","-0.031"
"SL","2022-09-23","84.4","-2.34","5.9","Ohtani, Shohei",670242,660271,,"ball",,,,,14,"Matt Wallner walks.","R","L","R","MIN","LAA","B",,,0,0,2022,"1.27","0.53","1.54","2",,,,1,2,"Bot",,,,,545358,,,6.553997125216027,-122.70927720650464,-3.769827008821392,11.450156949757336,24.77002514292859,-26.274545828936827,"3.67","1.68",,,,"84.9",2436,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.77",,,,,,,,14,1,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",63,"0","0.023"
"SL","2022-09-23","85.4","-2.44","5.92","Ohtani, Shohei",596142,660271,"field_out","hit_into_play",,,,,5,"Gary Sanchez grounds out, third baseman Matt Duffy to first baseman Mike Ford.","R","R","R","MIN","LAA","X",5,"ground_ball",0,0,2022,"0.98","0.61","0.03","2.66",,,,0,2,"Bot",98.64,171.59,,,545358,,,3.873718025839874,-124.43848123777472,-2.670031377496313,9.443323311104873,24.43116812297475,-25.518103336819657,"3.3","1.6",12,"84.1",-12,"86.2",2421,"6.7",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.81",0.131,0.124,"0",1,0,0,2,13,1,"Slider",1,1,1,1,1,1,1,1,"Infield shift","Standard",87,"-0.023","-0.221"
"FC","2022-09-23","92.6","-2.53","5.73","Ohtani, Shohei",595909,660271,"grounded_into_double_play","hit_into_play",,,,,5,"Jake Cave grounds into a double play, second baseman Luis Rengifo to shortstop Livan Soto to third baseman Matt Duffy.   Jose Miranda scores.    Nick Gordon out at 3rd.    Gio Urshela out at 2nd.","R","L","R","MIN","LAA","X",4,"ground_ball",0,1,2022,"0.26","0.6","0.01","2.64",669304,624503,570482,1,1,"Bot",147.89,163.64,,,545358,,,5.960371962633905,-134.72866796066268,-3.445333807389247,1.920759185835369,28.6805011332235,-24.279693981646133,"3.36","1.63",138,"103.6",5,"93.5",2413,"6.8",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.73",0.571,0.534,"0",1,0,0,4,8,2,"Cutter",0,0,0,0,0,1,1,0,"Infield shift","Standard",176,"-0.035","-0.781"
"FC","2022-09-23","93.2","-2.46","5.72","Ohtani, Shohei",595909,660271,,"called_strike",,,,,5,"Jake Cave grounds into a double play, second baseman Luis Rengifo to shortstop Livan Soto to third baseman Matt Duffy.   Jose Miranda scores.    Nick Gordon out at 3rd.    Gio Urshela out at 2nd.","R","L","R","MIN","LAA","S",,,0,0,2022,"-0.06","0.78","0.04","2.17",669304,624503,570482,1,1,"Bot",,,,,545358,,,6.651164775528509,-135.72453500636354,-5.249149072089437,-1.9462716534626006,23.299360562377636,-21.654050831794883,"3.25","1.63",,,,"95.1",2399,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.6",,,,,,,,8,1,"Cutter",0,0,0,0,0,0,0,0,"Infield shift","Standard",204,"0","-0.073"
"FF","2022-09-23","94.5","-2.03","5.9","Ohtani, Shohei",570482,660271,"walk","ball",,,,,14,"Gio Urshela walks.   Jose Miranda to 3rd.    Nick Gordon to 2nd.","R","R","R","MIN","LAA","B",,,3,0,2022,"-0.41","1.45","0.04","0.95",,669304,624503,1,1,"Bot",,,,,545358,,,6.369508683414428,-137.22300635405188,-10.588927755506678,-6.429948759499156,26.066726572960558,-11.734428398048044,"3.02","1.62",,,,"95.9",2277,"6.9",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.62",,,"0.7",1,0,0,,7,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",217,"0.058","0.325"
"SL","2022-09-23","85","-2.34","5.71","Ohtani, Shohei",570482,660271,,"blocked_ball",,,,,14,"Gio Urshela walks.   Jose Miranda to 3rd.    Nick Gordon to 2nd.","R","R","R","MIN","LAA","B",,,2,0,2022,"0.83","0.59","2.72","0.51",,669304,624503,1,1,"Bot",,,,,545358,,,10.382066153739785,-123.44888956424792,-7.223166147145947,6.795375969025738,20.900868323652432,-24.984224693683064,"3.1","1.57",,,,"87",2461,"7.3",661668,660271,545358,645801,650859,622110,670869,666160,545361,621493,"53.16",,,,,,,,7,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",73,"0","0.161"
