ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
105555,Mara Santangelo,F,27,183,63,Italy-1,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
106817,Francesca Lizzy Schiavone,F,28,166,64,Italy,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
106817,Francesca Lizzy Schiavone,F,28,166,64,Italy-2,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
107328,Patty Schnyder (-Hofmann),F,29,168,56,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
107328,Patty Schnyder (-Hofmann),F,29,168,56,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
107788,Rainer Schttler,M,32,180,70,Germany,GER,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
107788,Rainer Schttler,M,32,180,70,Germany,GER,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
108749,Andreas Seppi,M,24,190,75,Italy,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
108749,Andreas Seppi,M,24,190,75,Italy,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
108759,Milagros Sequera (-Huss),F,27,170,58,Venezuela,VEN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
109043,Selima Sfar,F,31,166,55,Tunisia,TUN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
110773,Gilles Simon,M,23,183,69,France,FRA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
110773,Gilles Simon,M,23,183,69,France-1,FRA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
112710,Robin Bo Carl Sderling,M,23,193,81,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
112710,Robin Bo Carl Sderling,M,23,193,81,Sweden-1,SWE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
114402,Potito Starace,M,27,190,85,Italy,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
114947,Radek tpnek,M,29,186,79,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
114947,Radek tpnek,M,29,186,79,Czech Republic-1,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
115532,Samantha Jane Stosur,F,24,175,68,Australia,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
115532,Samantha Jane Stosur,F,24,175,68,Australia-1,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
115937,Rennae Stubbs,F,37,178,65,Australia-1,AUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
116082,Carla Surez Navarro,F,19,162,62,Spain,ESP,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
116233,Ai Sugiyama,F,33,161,56,Japan,JPN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
116233,Ai Sugiyama,F,33,161,56,Japan,JPN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
116484,Sun Ping,M,24,180,63,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
116495,Sun Tiantian,F,26,175,64,China-2,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
117414,gnes Szvay,F,19,172,62,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
117414,gnes Szvay,F,19,172,62,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
118375,Tamarine Tanasugarn,F,31,165,60,Thailand,THA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
120470,Janko Tipsarevi,M,24,180,80,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
122829,Dmitry Igoryevich Tursunov,M,25,185,81,Russia,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
122829,Dmitry Igoryevich Tursunov,M,25,185,81,Russia-1,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
123785,Nicole Vaidiov,F,19,183,69,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
123785,Nicole Vaidiov,F,19,183,69,Czech Republic-2,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
125120,Ji Vank,M,30,186,84,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
126199,Yelena Sergeyevna Vesnina,F,22,180,60,Russia-2,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
126721,Roberta Vinci,F,25,164,58,Italy-1,ITA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
126948,Pavel Vizner,M,38,182,86,Czech Republic-2,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
129042,Stanislas Wawrinka,M,23,183,79,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
129042,Stanislas Wawrinka,M,23,183,79,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,Gold
130667,Serena Jamika Williams,F,26,175,70,United States,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
130667,Serena Jamika Williams,F,26,175,70,United States-2,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Gold
130696,Venus Ebony Starr Williams,F,28,185,75,United States,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
130696,Venus Ebony Starr Williams,F,28,185,75,United States-2,USA,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Gold
131652,Caroline Wozniacki,F,18,179,58,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
132422,Yan Zi,F,23,171,55,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
132422,Yan Zi,F,23,171,55,China-1,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Bronze
133378,Yu Xinyuan,M,23,182,82,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
133378,Yu Xinyuan,M,23,182,82,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
133568,Mikhail Mikhaylovich Yuzhny,M,26,182,72,Russia,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
133568,Mikhail Mikhaylovich Yuzhny,M,26,182,72,Russia-1,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
134339,Zeng Shaoxuan,M,26,183,80,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA
134339,Zeng Shaoxuan,M,26,183,80,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
134731,Zheng Jie,F,25,164,57,China,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,NA
134731,Zheng Jie,F,25,164,57,China-1,CHN,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,Bronze
135043,Nenad Zimonji,M,32,190,92,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA
135508,Vera Igorevna Zvonaryova,F,23,172,59,Russia,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Singles,Bronze
135508,Vera Igorevna Zvonaryova,F,23,172,59,Russia-2,RUS,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Women's Doubles,NA
2947,Nicols Almagro Snchez,M,26,180,84,Spain,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
5428,Lena Sofia Alexandra Arvidsson,F,28,176,69,Sweden,SWE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
5428,Lena Sofia Alexandra Arvidsson,F,28,176,69,Sweden,SWE,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",F,22,183,60,Belarus,BLR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,Bronze
6296,"Viktoriya Fyodorovna ""Vika"" Azarenko",F,22,183,60,Belarus,BLR,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Gold
6482,Tmea Babos,F,19,179,68,Hungary,HUN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
6482,Tmea Babos,F,19,179,68,Hungary,HUN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
7389,Elena Baltacha,F,28,175,70,Great Britain,GBR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
7389,Elena Baltacha,F,28,175,70,Great Britain-1,GBR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
8268,Mona Barthel,F,22,185,75,Germany,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
9389,Irina Camelia Begu,F,21,181,67,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
9738,Thomaz Cocchiarali Bellucci,M,24,187,80,Brazil,BRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
9738,Thomaz Cocchiarali Bellucci,M,24,187,80,Brazil-2,BRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
10151,Julien Benneteau,M,30,185,79,France,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
10151,Julien Benneteau,M,30,185,79,France-2,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Bronze
10322,Tom Berdych,M,26,195,90,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
10322,Tom Berdych,M,26,195,90,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
10631,Carlos Alberto Berlocq,M,29,184,81,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
11219,Mahesh Shrinivas Bhupathi,M,38,185,88,India-1,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
12780,"Aleksandr Aleksandrovich ""Alex"" Bogomolov, Jr.",M,29,178,77,Russia,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
13133,Kateryna Volodymyrivna Bondarenko,F,25,175,60,Ukraine,UKR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
13373,Rohan Bopanna,M,32,190,87,India-1,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
14470,Daniele Bracciali,M,34,180,78,Italy-1,ITA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
14470,Daniele Bracciali,M,34,180,78,Italy,ITA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
15831,Klas Johan Ivan Ola Brunstrm,M,32,193,89,Sweden,SWE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
15880,"Robert Charles ""Bob"" Bryan",M,34,193,92,United States-2,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
15880,"Robert Charles ""Bob"" Bryan",M,34,193,92,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
15882,"Michael Carl ""Mike"" Bryan",M,34,191,87,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,Bronze
15882,"Michael Carl ""Mike"" Bryan",M,34,191,87,United States-1,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Gold
16785,Aleksandr Ivanovich Bury,M,24,203,93,Belarus,BLR,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
17117,Juan Sebastin Cabal Valds,M,26,185,82,Colombia,COL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
19343,Vernica Cepede Royg,F,20,163,66,Paraguay,PAR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
19474,Petra Cetkovsk,F,27,172,64,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
19474,Petra Cetkovsk,F,27,172,64,Czech Republic-2,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
19581,Margalit'a Chakhnashvili,F,29,172,58,Georgia,GEO,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
19583,Rushmi Chakravarthi,F,34,170,65,India,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
21377,Chuang Chia-Jung,F,27,168,62,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
21583,Marin ili,M,23,198,82,Croatia,CRO,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
21583,Marin ili,M,23,198,82,Croatia,CRO,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
21679,Sorana Mihaela Crstea,F,22,175,63,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
21679,Sorana Mihaela Crstea,F,22,175,63,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
22055,Kim Antonie Lode Clijsters,F,29,175,72,Belgium,BEL,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
23110,Aliz Cornet,F,22,173,60,France,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
23110,Aliz Cornet,F,22,173,60,France,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
25361,Steve Darcis,M,28,178,74,Belgium,BEL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
25751,Nikolay Vladimirovich Davydenko,M,31,178,70,Russia,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
25751,Nikolay Vladimirovich Davydenko,M,31,178,70,Russia,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
27132,Juan Martn del Potro,M,23,198,97,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,Bronze
27132,Juan Martn del Potro,M,23,198,97,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
27351,Casey Dellacqua,F,27,167,69,Australia-2,AUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
27975,Somdev Kishore Devvarman,M,27,180,73,India,IND,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
28587,Grigor Dimitrov Dimitrov,M,21,190,81,Bulgaria,BUL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
29059,Ivan Dodig,M,27,183,83,Croatia,CRO,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
29059,Ivan Dodig,M,27,183,83,Croatia,CRO,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
29849,Novak okovi,M,25,188,80,Serbia,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
29849,Novak okovi,M,25,188,80,Serbia-2,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
30293,Stphanie Dubois,F,25,162,59,Canada,CAN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
30540,Gisela Alejandra Dulko (-Gago),F,27,170,56,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
30540,Gisela Alejandra Dulko (-Gago),F,27,170,56,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
30773,Mariana Duque Mario,F,22,169,61,Colombia,COL,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
32787,Marina Erakovic,F,24,174,65,New Zealand,NZL,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
33022,Jonathan Dario Erlich,M,35,180,73,Israel,ISR,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
33052,Sara Errani,F,25,164,58,Italy,ITA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
33052,Sara Errani,F,25,164,58,Italy-2,ITA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
33052,Sara Errani,F,25,164,58,Italy-1,ITA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
33916,Alejandro Falla Ramrez,M,28,181,82,Colombia,COL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
34396,Roger Federer,M,30,185,80,Switzerland,SUI,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,Silver
34396,Roger Federer,M,30,185,80,Switzerland,SUI,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
35015,David Ferrer Ern,M,30,175,73,Spain,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
35015,David Ferrer Ern,M,30,175,73,Spain-1,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
35777,Colin Fleming,M,27,188,78,Great Britain-1,GBR,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
36034,Fabio Fognini,M,25,179,77,Italy,ITA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
37757,Mariusz Stanisaw Fyrstenberg,M,31,190,78,Poland,POL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
37958,"Jarmila Gajdoov (-Groth-, -Wolfe)",F,25,173,68,Australia-1,AUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
38989,Richard Gasquet,M,26,185,75,France,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
38989,Richard Gasquet,M,26,185,75,France-2,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Bronze
40520,Santiago Giraldo Salazar,M,24,188,75,Colombia,COL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
40520,Santiago Giraldo Salazar,M,24,188,75,Colombia,COL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
41034,David Goffin,M,21,180,69,Belgium,BEL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
41847,Julia Grges,F,23,180,69,Germany,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
41847,Julia Grges,F,23,180,69,Germany-1,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
42407,Marcel Granollers Pujol,M,26,190,77,Spain-2,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
43112,Anna-Lena Grnefeld,F,27,180,78,Germany-1,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
44490,Robin Haase,M,25,190,77,Netherlands,NED,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
44490,Robin Haase,M,25,190,77,Netherlands,NED,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
44961,Simona Halep,F,20,170,61,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
44961,Simona Halep,F,20,170,61,Romania,ROU,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
45862,Daniela Hantuchov,F,29,181,62,Slovakia,SVK,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
45862,Daniela Hantuchov,F,29,181,62,Slovakia,SVK,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
46219,Ryan Harrison,M,20,183,82,United States,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
47860,Polona Hercog,F,21,183,71,Slovenia,SLO,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
48346,Lleyton Glynn Hewitt,M,31,180,68,Australia,AUS,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
48346,Lleyton Glynn Hewitt,M,31,180,68,Australia,AUS,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
48902,Andrea Hlavkov,F,25,175,60,Czech Republic-1,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Silver
49967,Liezel Horn-Huber,F,35,178,72,United States-2,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
49967,Liezel Horn-Huber,F,35,178,72,United States-2,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
50439,Lucie Hradeck,F,27,177,72,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
50439,Lucie Hradeck,F,27,177,72,Czech Republic-1,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Silver
50526,Hsieh Su-Wei,F,26,170,57,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
50526,Hsieh Su-Wei,F,26,170,57,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
51282,Ross Dan Hutchins,M,27,191,87,Great Britain-1,GBR,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
52605,John Robert Isner,M,27,206,111,United States,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
52605,John Robert Isner,M,27,206,111,United States-2,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
52647,Denis Olegovich Istomin,M,25,188,88,Uzbekistan,UZB,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
52699,Tatsuma Ito,M,24,181,75,Japan,JPN,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
52882,Ana Ivanovi (-Schweinsteiger),F,24,184,69,Serbia,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
52882,Ana Ivanovi (-Schweinsteiger),F,24,184,69,Serbia,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
53045,Ons Jabeur,F,17,167,66,Tunisia,TUN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
53701,Jelena Jankovi,F,27,177,59,Serbia,SRB,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
53752,Klaudia Anna Jans-Ignacik,F,27,173,64,Poland-2,POL,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
54092,Malek Al-Jaziri,M,28,185,82,Tunisia,TUN,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
57789,Christopher Kas,M,32,188,84,Germany-1,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
57789,Christopher Kas,M,32,188,84,Germany,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
58126,Bla Kavi,M,25,185,81,Slovenia,SLO,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
58772,Anne Viensouk Keothavong,F,28,174,63,Great Britain,GBR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
58772,Anne Viensouk Keothavong,F,28,174,63,Great Britain-1,GBR,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
58786,Angelique Kerber,F,24,173,68,Germany,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
58786,Angelique Kerber,F,24,173,68,Germany-2,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
58786,Angelique Kerber,F,24,173,68,Germany-2,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
60696,Mariya Yuryevna Kirilenko,F,25,174,60,Russia,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
60696,Mariya Yuryevna Kirilenko,F,25,174,60,Russia-1,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,Bronze
61194,Andreja Klepa,F,26,175,71,Slovenia,SLO,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
61320,Martin Klian,M,23,190,77,Slovakia,SVK,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
61320,Martin Klian,M,23,190,77,Slovakia,SVK,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
63278,Klra Koukalov-Zakopalov,F,30,166,51,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
64547,ukasz Kubot,M,30,190,86,Poland,POL,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
64791,Mikhail Aleksandrovich Kukushkin,M,24,182,72,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
65461,Petra Kvitov,F,22,183,70,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
65746,Luk Lacko,M,24,186,83,Slovakia,SVK,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
65746,Luk Lacko,M,24,186,83,Slovakia,SVK,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
68843,Varvara Petrovna Lepchenko,F,26,180,72,United States,USA,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
69454,Li Na,F,30,172,67,China,CHN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
69454,Li Na,F,30,172,67,China-2,CHN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
70266,Robert Jan Lindstedt,M,35,192,89,Sweden,SWE,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
70266,Robert Jan Lindstedt,M,35,192,89,Sweden,SWE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
70464,Sabine Lisicki,F,22,178,70,Germany,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Singles,NA
70464,Sabine Lisicki,F,22,178,70,Germany-1,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Mixed Doubles,NA
70464,Sabine Lisicki,F,22,178,70,Germany-2,GER,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
70802,Nuria Llagostera Vives,F,32,156,53,Spain-1,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
70826,Michal Llodra,M,32,190,80,France-1,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Silver
71353,Feliciano Lpez Daz-Guerra,M,30,188,84,Spain,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
71353,Feliciano Lpez Daz-Guerra,M,30,188,84,Spain-1,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
71423,Marc Lpez i Tarrs,M,29,175,71,Spain-2,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA
71925,Lu Yen-Hsun,M,28,180,74,Chinese Taipei,TPE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
73822,Yekaterina Valeryevna Makarova,F,24,176,65,Russia-2,RUS,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,NA
